1047490,kristo1995,692,1,526,2131
1058704,Wh1t3b0ii,819,1,445,2618
1070506,darkraven9,0,1,132,7270
1078825,kuntzu22,241,1,343,3459
1084192,krazykat69,31,1,790,1086
1085619,ebeiglou,633,1,167,6906
1102599,StormTrouper,13,1,1173,305
1107192,ikids,543,1,524,2104
1110292,davva21,100,1,379,3150
1116767,makubex88,2,1,946,653
1126576,xosa,0,1,512,2183
1141591,4lessio,0,1,125,7374
1147355,medooo,0,1,383,3108
1160381,DaPinkMaster,46,1,354,3361
1168846,werlo,1055,1,1251,254
1172108,moxt,0,1,121,7482
1176269,cobika,999,1,865,874
1191124,boomerknight,0,1,387,3071
1194033,vikingodm,0,1,216,5792
1201104,naicker,0,1,164,6940
1210833,dyl5402,0,1,139,7175
1215265,Beowulf77,0,1,399,2954
1216740,killface789,232,1,388,3057
1224496,mharion123,574,1,624,1631
1233793,elizabeth+h,517,1,416,2834
1237293,bugman12,0,1,163,6948
1240593,The+mega+A,691,1,159,6998
1243346,-+Wiggin+Wiggas,977,1,169,6883
1258494,deathman2315,0,1,149,7081
1265829,spartanjohn,42,1,362,3283
1266205,biff+bonzai,237,1,804,1015
1270508,mage+pwn+ja,0,0,0,12047
1275547,HeLL+BaBy,0,1,36,8984
1281069,chavera,0,1,289,4672
1282064,akozokusan,28,1,1042,516
1287810,Sole+Survivor,212,1,719,1274
1289346,demon321x2,251,1,1052,463
1290341,terink,0,1,297,4501
1298630,seawardorange,0,1,176,6793
1307800,Rider09,413,1,626,1624
1322456,Astral+Magus,850,1,195,6369
1323665,manoling,334,1,314,3954
1326356,DaIronHorse,46,1,532,2061
1328713,farah89,410,1,791,1059
1328998,Maillot,0,1,492,2303
1331055,Kirayami,212,1,4657,16
1337084,olit2g,766,1,355,3353
1338744,antichrist3,759,1,343,3460
1338756,antichrist6,0,1,232,5455
1342172,hindy+almsaeed,978,1,287,4712
1342715,Clueless.,649,1,1627,126
1346317,seikosr,0,1,264,5066
1355797,AllyArsenal,0,1,475,2408
1370511,mikeazure,0,1,246,5252
1372447,greenghost52,0,1,91,7874
1374202,pogo777,7,1,259,5122
1376573,babyluv,0,1,395,2987
1377103,dean69,0,1,290,4660
1377825,Jeps123,801,1,401,2928
1381633,Smokender,0,1,166,6917
1382797,amodshinde,0,1,132,7271
1384798,yohan185,0,1,56,8553
1385007,KaLa+rom.killer,0,1,94,7833
1388540,Ferrit45,40,1,1092,403
1389962,woodstauk4,0,1,363,3274
1396700,Kalaj,29,1,1023,496
1404199,JbPan,0,1,107,7627
1408175,jpb81,55,1,411,2846
1415239,hex1,0,1,358,3320
1416395,the+great+storm,0,1,238,5343
1423290,dawodus,0,1,611,1684
1424508,spiderwuss,2,1,774,1106
1437014,iamweird5,456,1,606,1702
1449678,jkm123,0,1,36,8985
1468706,reinhold175,410,1,385,3143
1479774,Sparhawk537,564,1,302,4425
1488136,HAMHOCK7,80,1,756,1158
1492829,dragonman55,399,1,295,4532
1494744,fnimac,0,1,248,5235
1501550,ako0506,579,1,665,1469
1507362,col1999,0,1,36,8986
1523499,RealDonaldTrump,0,1,377,3165
1532368,papoochi17,0,1,291,4644
1532401,meskius,0,1,544,2004
1546313,leedsarenumber1,0,1,36,8987
1550283,mattyoboi101,292,1,722,1328
1551027,jake3d,0,1,36,8988
1552797,Jack+Carter,977,1,215,5810
1552813,Yo+Yo+Hakusho,0,1,329,3665
1555126,jayjayjay68,795,1,456,2547
1564590,juiko3,0,1,437,2672
1569455,.Dethgripp.,506,1,728,1242
1575044,anupsaha,0,1,190,6635
1579730,Rolv.,31,1,799,1029
1580998,arcitect,28,1,412,2840
1581217,Randalthor78,231,1,691,1382
1584670,Lebomees,80,1,1189,297
1586203,hempy001,54,1,1682,123
1586213,aine1169,517,1,315,3936
1612453,thomasp567,0,1,275,4925
1614502,ballyboy3,15,1,369,3225
1616837,Bolrog,0,1,48,8708
1624774,bigembeefyer,187,3,3103,36
1627306,enar7,0,1,390,3039
1627372,A14C,56,1,1064,452
1634268,pugdw,0,1,175,6799
1635613,onepinkbit,0,1,36,8989
1648611,SJDB,0,1,725,1252
1649936,Groon,461,1,341,3478
1650520,PyroStrk3,0,1,75,8282
1653550,dwb299,0,1,230,5443
1659235,poopedinks,0,1,154,7051
1659561,armadillojoe,2,1,1415,172
1664224,twostamps,54,1,550,1973
1666943,ChipOnShoulder,0,1,239,5328
1670878,Tanduay,579,1,620,1650
1679007,false+face+child,410,1,632,1598
1689189,ARBEMAKA,259,1,727,1246
1698826,deDarkness,0,1,36,8990
1704209,eyesz,237,1,447,2605
1712601,cheetah88,410,1,801,1080
1715039,robin-g,0,1,315,3937
1721149,untanis,0,1,181,6708
1723410,vhinob1,0,1,122,7474
1732127,Jonesman32,0,1,302,4426
1741255,dm46,0,1,675,1433
1743971,janemotanu,517,1,575,1830
1745299,wizards12345,26,1,484,2355
1750414,JJFurr,212,1,1112,375
1756157,Rexxar4,0,1,174,6815
1762706,Gee1234,413,1,611,1685
1764811,Mezonis,861,1,701,1335
1766316,lyoko590,29,1,1283,223
1804063,queslett,46,1,821,954
1806282,Schuberry,0,1,226,5561
1809044,romanian123,0,1,80,8215
1814550,General+Zod,903,1,241,5303
1819985,blckdrgn2,0,1,36,8991
1821793,buddykool,0,1,453,2619
1821987,Willo12345,0,1,112,7578
1822842,ianharding,0,1,36,8992
1838478,Peoplz,0,1,36,8993
1843152,BavarianInnman,412,1,205,6218
1846025,Joe+2,212,1,821,955
1854934,resumadero,501,1,890,772
1869052,Tcoen,26,1,490,2318
1891150,grp01,54,1,466,2473
1904071,iams,0,1,79,8235
1907557,Zachariah+the+Great,0,1,722,1263
1913596,RicOz6,801,1,415,2816
1914955,dabookman,0,1,36,8994
1916197,MoneyManDragon,8,1,568,1866
1916729,orlpup,1071,1,370,3296
1917314,zithromax,461,1,383,3109
1922916,Dullfrog1,0,1,154,7133
1942066,Mithrae,0,1,200,6319
1943179,orag111,54,1,272,4972
1944703,TruscaAlex,296,1,125,7375
1948840,neiley.boss,0,1,493,2298
1951927,Corpus+Callosum,456,1,597,1745
1959674,HoudiniMC,0,1,442,2646
1967835,lukita8888,0,1,437,2673
1975138,Snyper+Eyes,8,1,572,1845
1978021,dsfef,0,1,271,4981
1991948,thammel602,0,1,62,8429
1995963,TwistedHalo,0,1,574,1835
2005129,terpsfan6,0,1,195,6370
2007128,jielez,0,1,902,752
2009433,bobalot100,0,1,211,5943
2017933,slough316,214,1,598,1740
2020285,jdog3622,572,1,832,920
2020702,ppprre,0,1,910,731
2022233,petercarots,771,1,647,1537
2028050,BigMist,29,1,3891,25
2032262,Bombtribe,589,1,1283,224
2033519,Hunslayer1,0,1,285,4741
2036286,Gandalaugh,187,1,1626,127
2037225,jairo1218,0,1,167,6941
2041354,gazza3,0,1,310,4106
2046678,kupopoo,80,1,952,632
2049778,ChantryChanters,449,1,1145,350
2055195,Gotenx,0,1,418,2794
2061012,happy68,0,1,792,1056
2061506,wraith.horth,456,1,247,5246
2071219,Bellarane,850,1,620,1651
2071924,coolkid2008,54,1,483,2360
2073045,virgo139,0,1,137,7200
2073960,suiluj200,438,1,543,2009
2095389,alanb,0,1,946,654
2098061,goffie,0,1,171,6856
2100928,shorty04350,2,1,1769,99
2105724,alwayslast,0,1,511,2191
2107031,mechamecha,852,1,465,2485
2108333,R33N0,569,1,544,2005
2113263,tman93,519,1,473,2422
2128463,lorster,0,1,194,6389
2134079,gven,0,1,167,6949
2145236,%2Arexxar%2A,1061,1,180,6732
2147554,Romuli,0,1,335,3543
2167147,richy+b,0,1,312,4044
2167464,Disco+Geek,55,1,679,1420
2175341,finchy92,0,1,397,2968
2183750,storm+bringer,0,1,602,1720
2183948,SilentKnght,0,1,324,3748
2188026,morgie666,0,1,611,1686
2205177,chibi13,0,1,412,2841
2209529,zerg316,0,1,219,5743
2210177,yisaicai,484,1,331,3592
2213030,xaldrinx,383,1,610,1689
2213644,The+Demon+Jester,0,1,36,8995
2216430,simon4682,55,1,480,2375
2223359,kidd738,0,1,387,3072
2266964,crazypeacemaker+kingdom,251,1,660,1486
2273866,Bad1Brad,0,1,252,5203
2283615,buffaloman,461,1,594,1759
2307938,Mixamatosis,517,1,397,2969
2312917,PISKO+CARE,803,1,305,4359
2312922,Desperado22,212,1,1559,136
2317486,buffguy17,484,1,274,4939
2330751,taerts,456,1,558,1925
2359587,DwyerCM,132,1,1075,432
2359863,rumagim,0,1,392,3025
2362566,whys,0,1,745,1199
2362586,paulcanrecio,0,1,139,7176
2365031,zanozano,55,1,563,1891
2372905,mcd71,201,1,745,1210
2373402,fakiry,292,1,174,6816
2378785,louis18,572,1,809,993
2379729,1lucky225,0,1,111,7588
2379810,stuten,10,1,938,670
2396024,CarltonFisk,0,1,369,3226
2396178,saintpauz,572,1,696,1360
2399035,hamster778,268,1,218,5758
2399079,Venomrulz,0,1,864,830
2399770,Kyrwen,2,1,2102,72
2400495,artz147,383,1,541,2042
2404933,Izedabye,801,1,336,3575
2413228,nurab1,733,1,540,2023
2417603,brian930105,0,1,36,8996
2433366,jl30july,621,1,457,2540
2437107,winddoor,697,1,769,1159
2439468,HandofZeus,0,1,322,3798
2453424,rilind+gjata,0,1,560,1906
2467188,baxtercabs,489,1,1093,402
2471947,slytnt,0,1,274,4940
2489241,Ondg0,0,1,153,7059
2490802,Mrs3sko8ar,0,1,530,2070
2494922,Crysalith,0,1,291,4645
2505758,gromril,118,1,550,1974
2509092,leatherblood,0,1,355,3354
2513934,paondteddy,0,1,253,5189
2514862,derek1608,41,1,425,2760
2521942,supermario69,10,1,279,4862
2530203,BiggSnoopDogg,1045,1,279,4902
2547004,mar1n3c0rp5,0,1,42,8782
2561672,YakuZaSyndicate,0,1,635,1584
2567757,mlcrip,298,1,423,2773
2575737,lon82,0,1,161,6971
2582535,windstonejack,0,1,182,6694
2595995,motorfox,0,1,56,8554
2603999,ukjet,0,1,127,7343
2610293,J1988,0,1,36,8997
2616192,Jurz+6,32,1,636,1673
2619058,phoenix1958,484,1,573,1841
2622209,ottohi,852,1,269,5005
2624751,billadi66,438,1,1745,103
2628825,Army+of+2,2,1,893,766
2629845,tinty14,0,1,409,2862
2645420,Aptaylor,0,1,36,8998
2656131,Katelynn,0,1,36,8999
2657072,adonishades,8,1,637,1572
2657159,crittericky,399,1,702,1331
2660422,gigiplete,825,1,227,5483
2667505,saintcf1,0,1,182,6695
2667918,courtkid1012,0,1,36,12067
2684977,kearnesy,0,1,353,3370
2685259,ike712,919,1,281,4825
2689360,monkey+206,40,1,1369,202
2689381,cosicosi7,0,1,281,4826
2690481,HanWarChief,100,1,491,2370
2696521,H%C3%B6rsing,0,1,503,2237
2703807,manudan,0,1,175,6800
2706830,mike62,0,1,36,9000
2707195,Lord+Rigby,80,1,1089,412
2722864,darq666,187,1,2428,60
2727590,medboyz,0,1,132,7272
2729805,mrgone,0,1,143,7149
2730154,yresh,401,1,467,2468
2738025,peds,0,1,332,3583
2740491,noblenath,0,1,140,7169
2741955,alright%3F%3F%3F,0,1,570,1857
2743804,dominic000,919,1,184,6661
2751117,Phyxsius8,0,1,2148,69
2755432,santaslilgrl,0,1,459,2565
2758762,Baroness+Janice,572,1,547,1990
2760723,GlennGerard,572,1,727,1247
2761523,saswata,574,1,934,677
2786986,PhraDamon,0,1,463,2541
2794958,Alex+Svengurson,0,1,437,2693
2795952,oliver0729,0,1,444,2702
2800063,Will1990,0,1,108,8081
2800617,AulderGheist,438,2,5137,13
2803164,Derek5333,733,1,394,3002
2808087,spiderpigg,484,1,841,895
2816492,Commando101011,0,1,139,7177
2826511,sov.sincostan,0,0,0,12048
2831539,TEAMSTER+710,399,1,540,2024
2838921,rambow1000,0,1,265,5055
2856738,DarkDestroyer95,0,1,306,4345
2857838,Medasp,854,1,264,5067
2859033,referee6,691,1,290,5080
2880008,battlecruzer,41,1,426,2753
2886275,cheza121,0,1,36,9001
2888695,Seth89,2,1,826,941
2890293,3rrflondon,0,1,319,3840
2898364,donkeywheel,398,1,909,732
2899858,mishu40,0,1,1239,253
2900891,kinggong,241,1,307,4294
2902925,osmanbeyy,0,1,284,4755
2904556,PBRStreetgang,0,1,208,6177
2906116,Grumpy966,0,1,36,9002
2908252,justine130,0,1,208,6178
2917182,ajax+from+mars,0,1,269,5006
2928875,jorriel19,853,1,205,6219
2930763,pongdang,233,1,1272,229
2939632,behemmutt,0,1,384,3096
2948330,yamagoya,135,1,496,2281
2951071,haniorni,292,1,639,1567
2956104,Roseworld,244,1,408,2871
2964570,ampac,0,1,36,9003
2964697,cnor,0,1,672,1441
2966804,dgndgn,0,1,56,8555
2972888,Deastrono,413,1,824,970
2978186,nad+destroyer,692,1,1148,326
2979089,amadeo.scerri,0,1,199,6329
2990196,leady99,0,1,106,7651
3000384,ms+guen,32,1,545,2001
3011801,Balinor,0,1,36,9004
3011848,ladyprimrose,0,1,506,2222
3016894,hellsjester,10,1,1352,200
3032281,jeremybk,0,1,178,6755
3032616,waynecharleston,0,1,242,5287
3035194,knightmoves,506,1,265,5056
3039348,GrizzWald,0,1,697,1352
3062865,tvrspeed12,399,1,425,2761
3071425,kaboom917,0,1,48,8709
3073447,Trailstrider,55,1,685,1403
3082501,dibblefern,432,1,704,1325
3082853,ravi12345,0,1,44,8748
3090165,jlarry,0,1,234,5398
3108564,danimik,118,1,317,3879
3111070,jackattack19,574,1,397,2970
3114009,oneunited,0,1,203,6244
3117732,kitnic10,0,1,208,6179
3118342,Cokeman84,337,1,501,2251
3135644,Dirtoulis,40,1,1645,124
3138200,godofwar67,1,1,613,1676
3140988,1ndigo,0,1,271,4982
3145312,MsFix,42,1,116,7536
3148926,astronigel,0,1,88,7924
3158764,Wiley,0,1,40,8879
3160208,davmig,0,1,36,9005
3161103,pinnos,0,1,788,1064
3162348,knight+100,0,1,116,7537
3165832,LittleWhitey,0,1,286,4722
3167112,galactus123,0,1,221,5596
3174693,Interceptor,0,1,673,1438
3177163,Kashieca,292,1,416,2811
3188556,T%2AT%2AG+army+of+2,0,1,457,2542
3191214,drackdavros,0,1,415,2817
3191542,shpidi,0,1,253,5190
3194294,Gortag,0,1,306,4346
3198935,Yeahunter,0,1,225,5520
3203907,changazi+1,32,1,479,2437
3212407,ardo14,1042,1,418,2795
3217164,falman,0,1,336,3530
3226223,ANGELS+OF+DARKNESS,0,1,166,7013
3227803,addtrece,0,1,36,9006
3237438,drake241,0,1,562,1898
3245174,Henrycoffin,29,1,503,2238
3255446,largemouth+bass,0,1,319,3841
3257780,currycrab,0,1,104,7719
3259578,Kaox+Krul,0,1,220,5793
3263937,seersa,135,1,544,2006
3265975,exzi21,0,1,280,4845
3269518,jurgenbie,0,1,407,2880
3273954,MrsKog,0,1,210,5965
3280560,georgeboy1998,187,1,1282,225
3286150,Velkan+Valerious,74,1,394,3003
3290192,hyperoush,691,1,390,3144
3294861,jm1383,950,1,445,2620
3304612,JoeEsta,0,1,93,7850
3313372,Hillbilly321,214,1,890,833
3320857,bull9635970,251,1,428,2738
3323503,adeoye,0,1,312,4045
3338955,BossMan07,0,1,242,5288
3341036,averagejoejr,0,1,155,7036
3353394,Trust...,574,1,510,2201
3358307,zxDaNxz,80,1,986,569
3390309,scopo,0,1,95,7823
3399706,Oackman,692,1,903,745
3399721,pete+baker,733,1,321,3812
3404355,jpburn,10,1,617,1665
3405806,arrow915,0,1,312,4046
3409626,marlin668,0,1,346,3432
3410479,lord+shane+1st,0,1,296,4522
3410710,bigsteveslk,383,1,303,4405
3413827,Lord+Monroe,0,1,394,3004
3420041,Jackparadise,461,1,464,2491
3422463,roneron,410,1,318,3867
3425040,Ntulo,0,1,121,7483
3433246,StonerProblems,438,1,1989,81
3442328,xxZODIACxx,0,1,363,3275
3442394,WildManOfBorneo,10,1,918,713
3443852,juan+pueblo,4,1,547,1991
3449537,dawg810,0,1,861,929
3450081,muziklover131619,0,1,170,6927
3451386,thincat,135,1,619,1661
3458273,abckelvind,0,1,36,9007
3461218,mooshi007,456,1,635,1585
3462611,hlstetson,853,1,276,4903
3462615,Andante-,26,1,776,1098
3463305,Ivvanna,0,1,125,7376
3463800,Madhatter91,572,2,4768,15
3474652,conn4r,0,1,255,5166
3475391,acidmanmk,0,1,437,2674
3477401,Varda94,0,1,259,5123
3494454,O+Girl,41,1,783,1076
3510620,ratrod,999,1,754,1168
3515094,snoopy94326,241,1,320,3825
3521170,CaptainHellrazor,383,1,429,2728
3524218,loudhomer,212,1,1174,304
3527468,mccloud121,0,0,0,12049
3549299,adfffsa,250,1,259,5124
3558804,xena044,449,1,641,1555
3560634,mfk731,0,1,414,2825
3562598,karlosjackal,517,1,256,5156
3563964,TigerTooth,398,1,758,1150
3574217,feryszabo,2,1,1373,184
3576181,Trelawnys+Army,0,1,394,3005
3587252,thebigt625,0,1,48,8710
3598986,aussieeagle,0,1,36,9008
3606156,dfeltnerjr,226,1,793,1052
3614493,kingslayer141,13,1,1208,279
3616429,Age+Of+Empires+II,0,1,36,9009
3621009,caicedojo,579,1,596,1749
3625414,shubhkriti,41,1,305,4360
3627265,war+lord187,0,1,36,9010
3641848,warbot1,0,1,75,8283
3653011,Bandit,0,1,125,7682
3655545,m1o3,412,1,489,2324
3655725,Warhound1,692,1,924,719
3657322,DocJunior25,0,1,242,5289
3659118,blackadder1,0,1,209,6160
3681073,Bravado,0,1,282,4926
3691015,Veldiryn,0,1,36,9011
3692690,Chaka+Zulu,214,1,1027,493
3703721,sun-dials,0,1,193,6410
3710411,daz13579,0,1,548,1986
3721015,Korban6,0,1,343,3461
3723805,Superior+mind,237,1,161,6972
3726974,hennes05,232,1,751,1187
3727802,hamish209,0,1,308,4221
3730859,niniguido,1081,1,192,6607
3730885,bbop48,852,1,324,3749
3736547,rockforewer,74,1,273,4955
3752255,mst08,0,1,602,1773
3752789,Kyrill,0,1,188,6503
3753978,zayna000,0,1,171,6857
3755211,Lord+Blackwolf,0,1,143,7178
3755614,.MXM.,0,1,511,2192
3758216,Zeddy+Le+Mange,801,1,315,3938
3763830,mirkonije,381,1,524,2105
3766221,SassySwagGuru,399,1,759,1145
3777180,slick94153,0,1,629,1721
3783278,SHKIMKOR,0,1,339,3500
3786826,Bad.Raven,0,1,42,8783
3791708,brandv61,214,1,602,1722
3799375,Everhen,692,1,345,3439
3809431,nl.nl,879,1,270,4992
3812712,Paolo83,0,1,38,8904
3819127,pyrax186,16,1,381,3133
3819667,bluetuck,182,1,353,3371
3823275,danjc1109,54,1,456,2548
3828728,Nildain,0,1,36,9012
3838383,Orfila,182,1,606,1703
3852923,chkoo,303,1,607,1698
3854052,Black+Death2,42,1,245,5262
3854432,kurkure,902,1,526,2096
3857965,actually123,501,3,3971,24
3857990,moe+howard,0,1,36,9013
3859781,plutsy,0,1,224,5550
3861322,bloatedcherub,292,1,1109,379
3863769,filphillip,456,1,431,2715
3879398,Hamadasco,410,1,747,1195
3891022,ducksworth1,430,1,599,1736
3891786,jdnut,456,1,401,2929
3895927,2hander14,0,1,492,2304
3906940,egydelta,571,1,237,5360
3911441,DRUSSWALKER,0,1,295,4533
3916550,Snuff1997,80,1,671,1445
3927048,damion256,8,1,460,2517
3927771,Consul+Titus,0,1,188,6504
3935104,ThePunisher40,0,1,106,7652
3953998,mih007,0,1,437,2675
3954143,Liondas,0,1,268,5023
3956610,Sir+Romit,984,1,277,4889
3960545,jerrrrrrbear,850,1,930,684
3963726,shadow+minion,0,1,266,5043
3967087,chrissy24,0,1,553,1950
3971750,sasams292,0,1,95,7824
3974496,farq11,15,1,533,2055
3975832,delemma,0,1,444,2625
3978410,lee+james,0,1,559,1911
3980654,Kelvin713,484,1,1151,356
3997976,phoenix.gr,0,1,160,6993
4001680,zebidee2008,0,1,337,3520
4003167,amberkanik,0,1,390,3040
4015400,Pathfinder,40,1,1752,102
4015955,nOObslayerEpsilon,4,1,470,2448
4016688,thiagur,0,1,485,2348
4027323,volkancimilli35,7,1,269,5007
4028460,paparucino,484,1,853,867
4031593,King+Geoffrey,0,1,36,9014
4036046,timeforfun,0,1,80,8216
4040688,alokin35,0,1,494,2292
4051971,puzi92,852,1,976,592
4055923,kallandylan,93,1,434,2694
4056320,barnicals,303,1,864,884
4059028,Vakim,0,1,356,3345
4059468,asalamalakum,0,1,223,5562
4076241,svmsa,0,1,177,6768
4079399,darknightdark,0,1,206,6209
